Borough;Neighbourhood;Street
W³ochy;Opacz Wielka;Fina³owa
W³ochy;Opacz Wielka;Folia³owa
W³ochy;Opacz Wielka;Gidziñskiego Boles³awa
W³ochy;Opacz Wielka;Hipolitowo
W³ochy;Opacz Wielka;Hipotezy
W³ochy;Opacz Wielka;Janka Muzykanta
W³ochy;Opacz Wielka;Kolumba Krzysztofa
W³ochy;Opacz Wielka;Kurzawska
W³ochy;Opacz Wielka;Malownicza
W³ochy;Opacz Wielka;Minutowa
W³ochy;Opacz Wielka;Municypalna
W³ochy;Opacz Wielka;Niedu¿a
W³ochy;Opacz Wielka;Obotrycka
W³ochy;Opacz Wielka;Perlonowa
W³ochy;Opacz Wielka;Skibicka
W³ochy;Opacz Wielka;Szarady
W³ochy;Opacz Wielka;Szyszkowa
W³ochy;Opacz Wielka;Œwietlista
W³ochy;Opacz Wielka;¯aluzji
W³ochy;Opacz Wielka;¯egoty
W³ochy;Paluch;Kinetyczna
W³ochy;Paluch;Makowa
W³ochy;Paluch;Mineralna
W³ochy;Paluch;Ogrodników
W³ochy;Paluch;Paluch
W³ochy;Paluch;¯wirki i Wigury
W³ochy;Raków;Aleja Dwudziestolatków
W³ochy;Raków;Aleje Jerozolimskie
W³ochy;Raków;Bakalarska
W³ochy;Raków;Borsucza
W³ochy;Raków;Fajansowa
W³ochy;Raków;G³uszycka
W³ochy;Raków;Hejna³owa
W³ochy;Raków;Instalatorów
W³ochy;Raków;Jantar
W³ochy;Raków;Jutrzenki
W³ochy;Raków;Krakowska, al.
W³ochy;Raków;Le¿ajska
W³ochy;Raków;£opuszañska
W³ochy;Raków;Nadziei
W³ochy;Raków;Naro¿na
W³ochy;Raków;Orzechowa
W³ochy;Raków;Podborska
W³ochy;Raków;Porcelanowa
W³ochy;Raków;Przedpole
W³ochy;Raków;Rakowska
W³ochy;Raków;Skromna
W³ochy;Raków;Wagonowa
W³ochy;Raków;Zb¹szyñska
W³ochy;Salomea;Aleje Jerozolimskie
W³ochy;Salomea;Daleszycka
W³ochy;Salomea;Dzia³kowa
W³ochy;Salomea;Jutrzenki
W³ochy;Salomea;Kolneñska
W³ochy;Salomea;Krakowiaków
W³ochy;Salomea;Krañcowa
W³ochy;Salomea;Nasienna
W³ochy;Salomea;Salomejska
W³ochy;Salomea;Saperów
W³ochy;Salomea;Scholastyków
W³ochy;Salomea;Serwituty
W³ochy;Salomea;Trojañska
W³ochy;Salomea;Trzos
W³ochy;Stare W³ochy;Akurat
W³ochy;Stare W³ochy;Aleje Jerozolimskie
W³ochy;Stare W³ochy;"Batalionu AK ""W³ochy"""
W³ochy;Stare W³ochy;Boles³awa Chrobrego
W³ochy;Stare W³ochy;Bratnia
W³ochy;Stare W³ochy;Chyloñska
W³ochy;Stare W³ochy;Cietrzewia
W³ochy;Stare W³ochy;Denarowa
W³ochy;Stare W³ochy;Drukarzy
W³ochy;Stare W³ochy;Dukatowa
W³ochy;Stare W³ochy;Dziupli
W³ochy;Stare W³ochy;Fasolowa
W³ochy;Stare W³ochy;Husarska
W³ochy;Stare W³ochy;Karatowa
W³ochy;Stare W³ochy;Kleszczowa
W³ochy;Stare W³ochy;K³osia Czes³awa
W³ochy;Stare W³ochy;Konewki
W³ochy;Stare W³ochy;Krañcowa
W³ochy;Stare W³ochy;£amana
W³ochy;Stare W³ochy;Miko³ajska
W³ochy;Stare W³ochy;Milanowska
W³ochy;Stare W³ochy;Na Krañcu
W³ochy;Stare W³ochy;Nowakowskiego Antoniego, al.
W³ochy;Stare W³ochy;Owalna
W³ochy;Stare W³ochy;Pana Tadeusza
W³ochy;Stare W³ochy;Patrolowa
W³ochy;Stare W³ochy;P³omyka
W³ochy;Stare W³ochy;P³u¿añska
W³ochy;Stare W³ochy;Popularna
W³ochy;Stare W³ochy;Poroniñska
W³ochy;Stare W³ochy;Pota¿owa
W³ochy;Stare W³ochy;Potrzebna
W³ochy;Stare W³ochy;Poziomkowa
W³ochy;Stare W³ochy;Pryzmaty
W³ochy;Stare W³ochy;Przecznica
W³ochy;Stare W³ochy;Przesmyk
W³ochy;Stare W³ochy;Ry¿owa
W³ochy;Stare W³ochy;Sklepowa
W³ochy;Stare W³ochy;Sk³adowa
W³ochy;Stare W³ochy;Sobótki
W³ochy;Stare W³ochy;Solipska
W³ochy;Stare W³ochy;Stajenna
W³ochy;Stare W³ochy;Starowiejska
W³ochy;Stare W³ochy;Stawy
W³ochy;Stare W³ochy;Szczera
W³ochy;Stare W³ochy;Szczêsna
W³ochy;Stare W³ochy;Œl¹ska
W³ochy;Stare W³ochy;Œwiatowa
W³ochy;Stare W³ochy;Techników
W³ochy;Stare W³ochy;Tomnicka
W³ochy;Stare W³ochy;Tynkarska
W³ochy;Stare W³ochy;Wilczycka
W³ochy;Stare W³ochy;Witki
W³ochy;Stare W³ochy;Wylot
W³ochy;Stare W³ochy;Wyrzyska
W³ochy;Stare W³ochy;Zagadki
W³ochy;Stare W³ochy;Zbocze
W³ochy;Za³uski;Dukielska
W³ochy;Za³uski;Dzia³kowa
W³ochy;Za³uski;Katalogowa
W³ochy;Za³uski;Krakowska, al.
W³ochy;Za³uski;Krótka
W³ochy;Za³uski;Lajkonika
W³ochy;Za³uski;Odblask
W³ochy;Za³uski;Pograniczna
W³ochy;Za³uski;Popas
W³ochy;Za³uski;Stoicka
W³ochy;Za³uski;Struga Andrzeja
W³ochy;Za³uski;Sworzniowa
W³ochy;Za³uski;Szyszkowa
W³ochy;Za³uski;Wolborska
W³ochy;Za³uski;¯niwna
Wola;Czyste;Brylowska
Wola;Czyste;Edwarda Szymañskiego
Wola;Czyste;Emanuela Szafarczyka
Wola;Czyste;Gie³dowa
Wola;Czyste;Hrubieszowska
Wola;Czyste;Ignacego Pr¹dzyñskiego
Wola;Czyste;Janusza Korczaka
Wola;Czyste;Józefa Bema
Wola;Czyste;Kasprzaka Marcina
Wola;Czyste;Klonowicza Sebastiana
Wola;Czyste;Kolejowa
Wola;Czyste;Krzy¿anowskiego Seweryna
Wola;Czyste;Laskowa
Wola;Czyste;Ludwiki
Wola;Czyste;Nakielska
Wola;Czyste;Plac Zawiszy Artura
Wola;Czyste;P³ocka
Wola;Czyste;Przyokopowa
Wola;Czyste;Rogaliñska
Wola;Czyste;Skierniewicka
Wola;Czyste;Skwer Alojzego Pawe³ka
Wola;Czyste;S³awiñska
Wola;Czyste;Szarych Szeregów
Wola;Czyste;Szymczaka Jana
Wola;Czyste;Tunelowa
Wola;Czyste;Wschowska
Wola;Czyste;Zegad³owicza Emila
Wola;Czyste;Zwrotnicza
Wola;Ko³o;Aleja Prymasa Tysi¹clecia
Wola;Ko³o;Astronomów
Wola;Ko³o;Bolecha
Wola;Ko³o;Czorsztyñska
Wola;Ko³o;Dalibora
Wola;Ko³o;Deotymy
Wola;Ko³o;D³ugomi³a
Wola;Ko³o;Dobiszewskiego Antoniego
Wola;Ko³o;Dobrogniewa
Wola;Ko³o;Elekcyjna
Wola;Ko³o;Erazma Cio³ka
Wola;Ko³o;Erika Dahlbergha
Wola;Ko³o;Górczewska
Wola;Ko³o;Jana Bro¿ka
Wola;Ko³o;Kaprys
Wola;Ko³o;Klecka
Wola;Ko³o;Koszycka
Wola;Ko³o;Krysta Jana
Wola;Ko³o;ks. Jana Sitnika
Wola;Ko³o;Ksiêcia Janusza
Wola;Ko³o;Lêdzka
Wola;Ko³o;£aciñska
Wola;Ko³o;Magistracka
Wola;Ko³o;Majakowskiego W³odzimierza
Wola;Ko³o;Marynin
Wola;Ko³o;Mroczna
Wola;Ko³o;Newelska
Wola;Ko³o;Obozowa
Wola;Ko³o;O¿arowska
Wola;Ko³o;Przy Lasku
Wola;Ko³o;Raszei Franciszka 
Wola;Ko³o;Ringelbluma Emanuela
Wola;Ko³o;Sza³ka Jana
Wola;Ko³o;Traktorzystki
Wola;Ko³o;Ulrychowska
Wola;Ko³o;¯michowskiej Narcyzy aleja
Wola;Mirów;Aleja „Solidarnoœci”
Wola;Mirów;Bagno
Wola;Mirów;Bia³a
Wola;Mirów;Bronis³awa Dobrzañskiego
Wola;Mirów;Ch³odna
Wola;Mirów;Ciep³a
Wola;Mirów;Drzewieckiego Piotra, al.
Wola;Mirów;Elektoralna
Wola;Mirów;Grzybowska
Wola;Mirów;Hubala-Dobrzañskiego Henryka
Wola;Mirów;Jaktorowska
Wola;Mirów;Kacza
Wola;Mirów;Karolkowa
Wola;Mirów;Kotlarska
Wola;Mirów;Krochmalna
Wola;Mirów;£ucka
Wola;Mirów;Miedziana
Wola;Mirów;Ogrodowa
Wola;Mirów;Pañska
Wola;Mirów;Pereca Icchaka Lejba
Wola;Mirów;Plac Kazimierza Wielkiego (obecnie nie istnieje)
Wola;Mirów;Plac Zawiszy Artura
Wola;Mirów;Platynowa
Wola;Mirów;Prosta
Wola;Mirów;rondo Daszyñskiego
Wola;Mirów;Skwer Ksiêdza Jerzego Popie³uszki
Wola;Mirów;Skwer Sybiraków
Wola;Mirów;Skwer Zgrupowania AK „Chrobry II”
Wola;Mirów;Srebrna
Wola;Mirów;Towarowa
Wola;Mirów;Twarda
Wola;Mirów;Waliców
Wola;Mirów;Wolnoœæ
Wola;Mirów;Wolska
Wola;Mirów;Wronia
Wola;Mirów;¯elazna
Wola;M³ynów;Agawy
Wola;M³ynów;Banderii
Wola;M³ynów;Dzia³dowska
Wola;M³ynów;Gostyñska
Wola;M³ynów;Grenady
Wola;M³ynów;Henryka Barona
Wola;M³ynów;Hipolita Wawelberga
Wola;M³ynów;Jana D³ugosza
Wola;M³ynów;Jana Ostroroga
Wola;M³ynów;Leonarda
Wola;M³ynów;Leszno
Wola;M³ynów;M³ynarska
Wola;M³ynów;Monte Cassino
Wola;M³ynów;Plac Opolski
Wola;M³ynów;Plac Pole Elekcyjne
Wola;M³ynów;P³ocka
Wola;M³ynów;Rabsztyñska
Wola;M³ynów;Radziwie
Wola;M³ynów;Siedmiogrodzka
Wola;M³ynów;Skwer Rodziny Lilpopów
Wola;M³ynów;Skwer Wandy Lurie
Wola;M³ynów;Soko³owska
Wola;M³ynów;So³tyka Kajetana
Wola;M³ynów;Staszica Stanis³awa
Wola;M³ynów;Syreny
Wola;M³ynów;Szlenkierów
Wola;M³ynów;œw. Stanis³awa
Wola;M³ynów;œw. Wojciecha
Wola;M³ynów;Tyszkiewicza Eustachego
Wola;M³ynów;Wieluñska
Wola;M³ynów;Wierzynka Miko³aja
Wola;M³ynów;Zawiszy
Wola;M³ynów;Z³ocienia
Wola;M³ynów;¯ytnia
Wola;Nowolipki;Aleja „Solidarnoœci”
Wola;Nowolipki;Bellottiego
Wola;Nowolipki;Okopowa
Wola;Nowolipki;Paszyna Jana
Wola;Nowolipki;Pawia
Wola;Nowolipki;Skwer Jana Jura-Gorzechowskiego
Wola;Nowolipki;Skwer kard. Stefana Wyszyñskiego
Wola;Nowolipki;Skwer Mieczys³awa Dawida Apfelbauma
Wola;Nowolipki;Skwer Pamiêci
Wola;Nowolipki;Smocza
Wola;Nowolipki;Strza³kowskiego Jerzego, al.
Wola;Nowolipki;¯ytnia
Wola;Odolany;Armatnia
Wola;Odolany;Berestecka
Wola;Odolany;Bodzanty
Wola;Odolany;Boguszewska
Wola;Odolany;Cypriana Kamila Norwida
Wola;Odolany;Falkowska
Wola;Odolany;Fort Wola
Wola;Odolany;Gabriela
Wola;Odolany;Gizów
Wola;Odolany;Gniewkowska
Wola;Odolany;Goleszowska
Wola;Odolany;Grabowska
Wola;Odolany;Grodziska
Wola;Odolany;Jana Kazimierza
Wola;Odolany;Juliusza Konstantego Ordona
Wola;Odolany;Karliñskiego Kacpra
Wola;Odolany;Kasprzaka Marcina
Wola;Odolany;Kontuszowa
Wola;Odolany;Przyce
Wola;Odolany;Sieradzka
Wola;Odolany;Skwer p³k. Zdzis³awa KuŸmirskiego-Pacaka
Wola;Odolany;Sowiñskiego Józefa
Wola;Odolany;Studzienna
Wola;Odolany;Symboliczna
Wola;Odolany;Sztuk Piêknych
Wola;Odolany;W³adys³awa Warneñczyka
Wola;Odolany;W³ochowska
Wola;Odolany;Worcella Stanis³awa
Wola;Odolany;Znana
Wola;Pow¹zki;Duchnicka
Wola;Pow¹zki;Gibalskiego Edwarda
Wola;Pow¹zki;Kolska
Wola;Pow¹zki;Kozielska
Wola;Pow¹zki;M³ociñska
Wola;Pow¹zki;Piaskowa
Wola;Pow¹zki;Pow¹zkowska
Wola;Pow¹zki;S³odowiecka
Wola;Pow¹zki;Spokojna
Wola;Pow¹zki;Tatarska
Wola;Pow¹zki;Wawrzyszewska
Wola;Ulrychów;Antka Rozpylacza
Wola;Ulrychów;Garbiñskiego Kajetana
Wola;Ulrychów;Góralska
Wola;Ulrychów;Krêpowieckiego Tadeusza
Wola;Ulrychów;Ma³ego Franka
Wola;Ulrychów;Okocimska
Wola;Ulrychów;Przanowskiego W³adys³awa
Wola;Ulrychów;Pustola
Wola;Ulrychów;Redutowa
Wola;Ulrychów;Smolki Stanis³awa
Wola;Ulrychów;Sowiñskiego Józefa
Wola;Ulrychów;Str¹kowa
Wola;Ulrychów;Stroma
Wola;Ulrychów;Szañcowa
Wola;Ulrychów;Szczeciñskiego Karola
Wola;Ulrychów;Szulborska
Wola;Ulrychów;Tylna
Wola;Ulrychów;Wincentego Pola
Wola;Ulrychów;Wolska
¯oliborz;Marymont-Potok;Armii Krajowej, al.
¯oliborz;Marymont-Potok;Barszczewska
¯oliborz;Marymont-Potok;Dembiñskiego Henryka
¯oliborz;Marymont-Potok;Dolnoœl¹ska
¯oliborz;Marymont-Potok;Elbl¹ska
¯oliborz;Marymont-Potok;Filarecka
¯oliborz;Marymont-Potok;Forteczna
¯oliborz;Marymont-Potok;Gawiñskiego Jana
¯oliborz;Marymont-Potok;Gojawiczyñskiej Poli
¯oliborz;Marymont-Potok;Gwardii
¯oliborz;Marymont-Potok;Harcerska
¯oliborz;Marymont-Potok;Hauke-Bosaka Józefa
¯oliborz;Marymont-Potok;Henryka Siemiradzkiego
¯oliborz;Marymont-Potok;Hozjusza Stanis³awa
¯oliborz;Marymont-Potok;Izabelli
¯oliborz;Marymont-Potok;Jasnodworska
¯oliborz;Marymont-Potok;Jelinka Edvarda
¯oliborz;Marymont-Potok;K³odawska
¯oliborz;Marymont-Potok;Lutos³awskiego Witolda
¯oliborz;Marymont-Potok;Ma³ogoska
¯oliborz;Marymont-Potok;Marii Kazimiery
¯oliborz;Marymont-Potok;Mœcis³awska
¯oliborz;Marymont-Potok;Paska Jana Chryzostoma
¯oliborz;Marymont-Potok;Plac Jacka Kuronia
¯oliborz;Marymont-Potok;Potocka
¯oliborz;Marymont-Potok;Skotnicka
¯oliborz;Marymont-Potok;Skwer Wo³yñski
¯oliborz;Marymont-Potok;S³owackiego Juliusza
¯oliborz;Marymont-Potok;Smoszewska
¯oliborz;Marymont-Potok;Trószyñskiego Zygmunta, ks.
¯oliborz;Marymont-Potok;Tucholska
¯oliborz;Marymont-Potok;Twardowskiego Samuela
¯oliborz;Marymont-Potok;Tyl¿ycka
¯oliborz;Marymont-Potok;W³adys³awa Niegolewskiego
¯oliborz;Marymont-Potok;Wybrze¿e Gdyñskie
¯oliborz;Marymont-Potok;¯elazowska
¯oliborz;Sady ¯oliborskie;Armii Krajowej, al.
¯oliborz;Sady ¯oliborskie;Braci Za³uskich
¯oliborz;Sady ¯oliborskie;G³ogowska
¯oliborz;Sady ¯oliborskie;Jêdrusik Kaliny
¯oliborz;Sady ¯oliborskie;K³opot
¯oliborz;Sady ¯oliborskie;Opaliñska
¯oliborz;Sady ¯oliborskie;Ostrowiecka
¯oliborz;Sady ¯oliborskie;Pionierska
¯oliborz;Sady ¯oliborskie;Plac Czes³awa Niemena
¯oliborz;Sady ¯oliborskie;Plac Henkla Dionizego
¯oliborz;Sady ¯oliborskie;Przasnyska
¯oliborz;Sady ¯oliborskie;Rydygiera Ludwika
¯oliborz;Sady ¯oliborskie;Sady ¯oliborskie
¯oliborz;Sady ¯oliborskie;Saperska
¯oliborz;Sady ¯oliborskie;Stanis³awa Dygata
¯oliborz;Sady ¯oliborskie;Szamocka
¯oliborz;Sady ¯oliborskie;To³wiñskiego Stanis³awa
¯oliborz;Sady ¯oliborskie;¯ó³kowskich
¯oliborz;Stary ¯oliborz;Adama Próchnika
¯oliborz;Stary ¯oliborz;Aleja Wojska Polskiego
¯oliborz;Stary ¯oliborz;Bitwy pod Rokitn¹
¯oliborz;Stary ¯oliborz;Boguckiego Teofila
¯oliborz;Stary ¯oliborz;Czaki Hanki
¯oliborz;Stary ¯oliborz;gen. Józefa Zaj¹czka
¯oliborz;Stary ¯oliborz;Kazimierza Promyka
¯oliborz;Stary ¯oliborz;Kozietulskiego Jana Leona
¯oliborz;Stary ¯oliborz;KoŸmiana Kajetana
¯oliborz;Stary ¯oliborz;Krajewskiego Rafa³a
¯oliborz;Stary ¯oliborz;Krasiñskiego Zygmunta
¯oliborz;Stary ¯oliborz;ks. Jerzego Popie³uszki
¯oliborz;Stary ¯oliborz;Ludwika Mieros³awskiego
¯oliborz;Stary ¯oliborz;Marcina Poczobutta-Odlanickiego
¯oliborz;Stary ¯oliborz;Matysiakówny Krystyny
¯oliborz;Stary ¯oliborz;Mickiewicza Adama
¯oliborz;Stary ¯oliborz;Miêdzyparkowa
¯oliborz;Stary ¯oliborz;Modrzejewskiej Heleny
¯oliborz;Stary ¯oliborz;Munka Andrzeja
¯oliborz;Stary ¯oliborz;Or-Ota
¯oliborz;Stary ¯oliborz;Plac Grunwaldzki
¯oliborz;Stary ¯oliborz;Plac Gwardii
¯oliborz;Stary ¯oliborz;Plac Inwalidów
¯oliborz;Stary ¯oliborz;Plac Jacka Kuronia
¯oliborz;Stary ¯oliborz;Plac Lelewela Joachima
¯oliborz;Stary ¯oliborz;Plac S³oneczny
¯oliborz;Stary ¯oliborz;Plac Wilsona Thomasa Woodrowa
¯oliborz;Stary ¯oliborz;Podstaroœcich
¯oliborz;Stary ¯oliborz;Sarbiewskiego Macieja
¯oliborz;Stary ¯oliborz;Sarmatów
¯oliborz;Stary ¯oliborz;Sierpecka
¯oliborz;Stary ¯oliborz;Skazañców
¯oliborz;Stary ¯oliborz;Skwer Adama Mickiewicza
¯oliborz;Stary ¯oliborz;Skwer Andrzeja Woyciechowskiego
¯oliborz;Stary ¯oliborz;Skwer Kompanii AK „¯niwiarz”
¯oliborz;Stary ¯oliborz;Skwer Ludwika Bergera „Goliata”
¯oliborz;Stary ¯oliborz;Solskiego Ludwika
¯oliborz;Stary ¯oliborz;Stefana Pogonowskiego
¯oliborz;Stary ¯oliborz;Su³kowskiego Józefa
¯oliborz;Stary ¯oliborz;Suzina Paw³a
¯oliborz;Stary ¯oliborz;Sybilli
¯oliborz;Stary ¯oliborz;Szajnochy Karola
¯oliborz;Stary ¯oliborz;Szaniawskiego Jerzego
¯oliborz;Stary ¯oliborz;Szczepanowskiego Stanis³awa
¯oliborz;Stary ¯oliborz;Œciegiennego Piotra
¯oliborz;Stary ¯oliborz;Œmia³a
¯oliborz;Stary ¯oliborz;Œwiêcickiego Juliana Adolfa
¯oliborz;Stary ¯oliborz;Teodora Toeplitza
¯oliborz;Stary ¯oliborz;Trojaka
¯oliborz;Stary ¯oliborz;Urzêdnicza
¯oliborz;Stary ¯oliborz;Wawrzyñskiej Ludwiki
¯oliborz;Stary ¯oliborz;Wieniawskiego Henryka
¯oliborz;Stary ¯oliborz;Wybrze¿e Gdyñskie
¯oliborz;Stary ¯oliborz;Wyspiañskiego Stanis³awa
